Name,Description,Price,Img,Category
"Trim clips for Opel, 120 parts","Plastic clips in a practical assortment box. The box contains the 12 most common types of clips, 10 each of the following for use in Opel cars.OPEL, GM, CHEVROLET Cruze OE 13252119, 7231992RENAULT OE 7701470769, OPEL OE 4409693, IVECO OE 4412053OPEL OE 2345959, 90457899, FORD OE 1008086OPEL OE 2207713, BMW OE 51471904317, FORD OE W702846,  VW OE N90201601, MB OE A0009880328RENAULT OE 7701050734, 5001855049 7703077368, OPEL OE 4430858TOYOTA OE 90467-10167,  GM OE 88970345, NISSAN OE 76882-WA000OPEL Vectra B OE 1406984, 90482706ISUZU OE 8942981190, GM OE 94298119, HONDA OE 90684-SA5-003, NISSAN OE 01553-03563OPEL Corsa B, C, Zafira OE 171953OPEL Vectra B OE 1400806, 90508809VW OE 8E0825267, RENAULT OE 7701049271, FORD OE W704433PEUGEOT, CITROEN OE 6991.X7,  OPEL Vectra C, Porsche OE 99950749740",159,https://productimages.biltema.com/v1/image/imagebyfilename/59-010_xl_1.jpg,Car Parts
"Interior trim clips, universal, 190-pack","Plastic clips in a practical assortment box. The box contains 10 each of the following clips.HYUNDAI OE 87756-4A000PEUGEOT 406 OE 8565.34AUDI, VW OE 113853585CBMW OE 51717006757FIAT Ducato OE 71728806, PEUGEOT Boxer OE 8565.43, CHRYSLER OE 68093998-AASUZUKI Grand Vitara, Toyota 90467-11063, 77553-65D00BMW E36 OE 51471928808PEUGEOT Partner, CITROEN Berlingo OE 8565.35Hyundai Accent, Elantra OE 87758-35010PEUGEOT OE 8565.40, FIAT OE 0071737918, RENAULT OE 7701049270HYUNDAI OE 87758-37000 WHITEMB OE 0019882081CITROEN C4 OE 8565.48VW OE 191853733A , SKODA OE 6U0853733LAND ROVER OE MWC9134HONDA OE 75305-S0A-003HONDA OE 91528-SR4-003BMW E53 F10 OE 51478262533FORD Focus, Kuga, Mondeo OE 1020193 6877869",199,https://productimages.biltema.com/v1/image/imagebyfilename/59-017_xl_1.jpg,Car Parts
"Trim clips for Audi, 120 parts","Plastic clips in a practical assortment box. The box contains the 12 most common types of clips, 10 each of the following for use in Audi cars.Audi, VW OE 7L6868307, 8Z0857784  PEUGEOT OE 6555.LEAUDI, VW OE 321813988AAUDI, VW Golf 3 OE 1H0819055B01CAudi 80, 100, VW Sharan OE 823867299VW, Audi  A6, A8 2008- OE 8E0867276FORD OE 6150260, 6649923, Audi, VW OE N90786701MB OE A0009907892,  AUDI, VW OE 4D08087300BAUDI, VW OE 8D0853909BAUDI, VW OE 113853585CVW Golf 3 OE 357853575, PEUGEOT OE 6991.W4, 6979.C6VW Golf 3 OE 1H0868243AUDI A4, VW OE 8E0868243",149,https://productimages.biltema.com/v1/image/imagebyfilename/59-015_xl_1.jpg,Car Parts
"Interior trim clips, universal, 160-pack","Plastic clips in a practical assortment box. The box contains 10 each of the following clips.PEUGEOT 106 1007 306 407 605 806 OE 792827FORD Transit  OE W709046SRENAULT OE 7703179077TOYOTA OE 53455-33010, 53455-33011FORD Transit 2002-2013 OE 8T16-16828-AA, 1518081MITSUBISHI OE Hd150874Y, OPEL OE 1180216TOYOTA  OE 53455-14020PEUGEOT, CITROEN OE 6995X2, RENAULT OE 7703079812CITROEN C3,C4, Berlingo, PEUGEOT 3008, 5008, Partner, Tepee OE 792833HYUNDAI Accent  OE 81174-1G000CITROEN, PEUGEOT 106 1007 306 407 605 806  OE 792827PEUGEOT OE 6992.P3, CITROEN OE 7928.34, RENAULT OE 7703179014PEUGEOT Partner OE 9605204680HYUNDAI, TOYOTAFORD Connect OE 3T16-16828-Aa, 4054236FIAT Linea, Fiorino Lancia, Doblo 3  OE 7799839",199,https://productimages.biltema.com/v1/image/imagebyfilename/59-020_xl_1.jpg,Car Parts
"Control wire, 2.5 m","For stops, chokes, bonnets, etc.Sheathed 2.5 m wire with pull handle.Can be cut to length.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/63-750_xl_1.jpg,Car Parts
"Chassis/bodywork plugs, 20 pcs.",For sealing holes drilled during rust protection treatment.,34.90,https://productimages.biltema.com/v1/image/imagebyfilename/15-1960_xl_1.jpg,Car Parts
"Control wire, 2.5 m","For hoods, hatches, etc.Heavy-duty metal handle. 2.5 m wire with sheath.The handle is mounted with Ø 5 mm screws (not supplied).Distance between mounting holes: approx. 23 mm.",74.90,https://productimages.biltema.com/v1/image/imagebyfilename/63-751_xl_1.jpg,Car Parts
Gas spring bracket,Holds the gas spring in place when removing the one on the opposite side.,39.90,https://productimages.biltema.com/v1/image/imagebyfilename/71-114_xl_1.jpg,Car Parts
"Metal sheet, 1000 x 500 x 2,0 mm",Sheet steel suitable for use in repairing/welding cars.,269,/dist/img/bitmaps/no__src.png,Car Parts
"Aluminium plate, 1000 x 500 x 1,5 mm",Burnished aluminium plate with different treads.,379,https://productimages.biltema.com/v1/image/imagebyfilename/79-637_xl_1.jpg,Car Parts
"Metal sheet, 1000 x 500 x 0,9 mm",Sheet steel suitable for use in repairing/welding cars.,179,https://productimages.biltema.com/v1/image/imagebyfilename/79-614_xl_1.jpg,Car Parts
"Aluminium sheet, smooth, 1000 x 500 x 2,0 mm","Smooth aluminium sheet with good formability suitable for use for signs, furnishings etc.  Comes with protective film on both sides.",429,https://productimages.biltema.com/v1/image/imagebyfilename/79-635_xl_1.jpg,Car Parts
"Metal sheet, 1000 x 500 x 0,7 mm",Sheet steel suitable for use in repairing/welding cars.,159,https://productimages.biltema.com/v1/image/imagebyfilename/79-614_xl_1.jpg,Car Parts
"Metal sheet, 1000 x 500 x 1,2 mm",Sheet steel suitable for use in repairing/welding cars.,209,https://productimages.biltema.com/v1/image/imagebyfilename/79-614_xl_1.jpg,Car Parts
"Aluminium sheet, smooth, 1000 x 500 x 1,5 mm","Smooth aluminium sheet with good formability suitable for use for signs, furnishings etc.  Comes with protective film on both sides.",329,https://productimages.biltema.com/v1/image/imagebyfilename/79-635_xl_1.jpg,Car Parts
"Aluminium sheet, smooth, 1000 x 500 x 1,0 mm","Smooth aluminium sheet with good formability suitable for use for signs, furnishings etc.  Comes with protective film on both sides.",219,https://productimages.biltema.com/v1/image/imagebyfilename/79-635_xl_1.jpg,Car Parts
"Aluminium sheet, smooth, 1000 x 500 x 0,5 mm","Smooth aluminium sheet with good formability suitable for use for signs, furnishings etc.  Comes with protective film on both sides.",145,https://productimages.biltema.com/v1/image/imagebyfilename/79-635_xl_1.jpg,Car Parts
"Metal sheet, 1000 x 500 x 2,0 mm",Sheet steel suitable for use in repairing/welding cars.,269,https://productimages.biltema.com/v1/image/imagebyfilename/79-614_xl_1.jpg,Car Parts
"Aluminium plate, 1000 x 500 x 2,5 mm",Burnished aluminium plate with different treads.,599,https://productimages.biltema.com/v1/image/imagebyfilename/79-637_xl_1.jpg,Car Parts
"Metal sheet, 1000 x 500 x 1,2 mm",Sheet steel suitable for use in repairing/welding cars.,209,/dist/img/bitmaps/no__src.png,Car Parts
"Metal Sheet, L-profile",Bodywork sheet metal is untreated steel sheeting. Steel sheeting with L-profile suitable for auto repair/welding. The sheet metal is coated with oil to prevent rust during transport and storage.,119,https://productimages.biltema.com/v1/image/imagebyfilename/79-602_xl_1.jpg,Car Parts
"Aluminium sheet, smooth, 1000 x 500 x 0,7 mm","Smooth aluminium sheet with good formability suitable for use for signs, furnishings etc.  Comes with protective film on both sides.",169,https://productimages.biltema.com/v1/image/imagebyfilename/79-635_xl_1.jpg,Car Parts
"Metal Sheet, L-profile",Bodywork sheet metal is untreated steel sheeting. Steel sheeting with L-profile suitable for auto repair/welding. The sheet metal is coated with oil to prevent rust during transport and storage.,119,/dist/img/bitmaps/no__src.png,Car Parts
"Flexible aluminium hose, 60 x 1000 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,109,https://productimages.biltema.com/v1/image/imagebyfilename/61-396_xl_1.jpg,Car Parts
Flexible Aluminium Hose,Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife.,44.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 40 x 500 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,44.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 50 x 500 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,46.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 55 x 500 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,49.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 60 x 500 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,59.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 40 x 1000 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,79.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-396_xl_1.jpg,Car Parts
"Flexible aluminium hose, 50 x 1000 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,99.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-396_xl_1.jpg,Car Parts
"Flexible aluminium hose, 55 x 1000 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,99.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-396_xl_1.jpg,Car Parts
"Flexible aluminium hose, 45 x 1000 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,89.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-396_xl_1.jpg,Car Parts
"Flexible aluminium hose, 45 x 500 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,49.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 55 x 2250 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,189,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Flexible aluminium hose, 60 x 2000 mm",Suitable as a defroster or preheating hose. Can be easily cut to the desired length with a sharp knife. Withstands temperatures up to 110 °C.,189,https://productimages.biltema.com/v1/image/imagebyfilename/61-352_xl_1.jpg,Car Parts
"Car heater hose, 3 m",Reinforced EPDM rubber hose.,145,https://productimages.biltema.com/v1/image/imagebyfilename/52-511_xl_1.jpg,Car Parts
"Car heater hose, 1 m",Reinforced EPDM rubber hose.,59.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-507_xl_1.jpg,Car Parts
"Car heater hose, 2 angles, 19 mm",Reinforced EPDM rubber hose.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-422_xl_1.jpg,Car Parts
"Car heater hose, 3 angles, 19 mm",Reinforced EPDM rubber hose.,84.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-423_xl_1.jpg,Car Parts
"Car heater hose, 1 angle",Reinforced EPDM rubber hose.,59.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-418_xl_1.jpg,Car Parts
"Car heater hose, 1 angle, 19 mm",Reinforced EPDM rubber hose.,64.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-418_xl_1.jpg,Car Parts
"Car heater hose, 1 angle, 13 mm",Reinforced EPDM rubber hose.,59.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-418_xl_1.jpg,Car Parts
"Car heater hose, 1 angle, 16 mm",Reinforced EPDM rubber hose.,64.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-418_xl_1.jpg,Car Parts
"Car heater hose, 3 angles, 16 mm",Reinforced EPDM rubber hose.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-423_xl_1.jpg,Car Parts
"Car heater hose, 2 angles, 16 mm",Reinforced EPDM rubber hose.,69.90,https://productimages.biltema.com/v1/image/imagebyfilename/52-422_xl_1.jpg,Car Parts
"Radiator sealant, 443 ml",Stems and seals all leaks in cooling systems without clogging cooling cells or damaging fragile parts. Can be used together with glycol. The freezing point of the product is 0 °C. The efficacy of the product is not affected by freezing and can be used normally once thawed. The bottle must be shaken well before use.,39.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1825_xl_1.jpg,Car Parts
Optical glycol and fluid tester,"Optical meter with adjustable optics. Measures the antifreeze level in coolant and windscreen washer fluid, including AdBlue. Measures both ethylene glycol (G11/G12/G13) and propylene glycol. Also measures battery acid to determine the battery’s condition. Made of metal with rubberised grip. Supplied with a pipette for drawing up liquid, a screwdriver for calibration, and a plastic storage box with padded compartments.",279,https://productimages.biltema.com/v1/image/imagebyfilename/37-609_xl_1.jpg,Car Parts
"Radiator Cleaner, 443 ml","Effectively removes rust and other contaminants in radiators without damaging the cell system, hoses or other fragile components. Restores radiators to their original condition. Can be used together with glycol.DangerCauses serious eye damage.Show safety phrases",44.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1829_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission. Net dimensions: 452 x 418 x 32 mm.,969,https://productimages.biltema.com/v1/image/imagebyfilename/61-326_xl_1.jpg,Car Parts
Anti-Freeze Tester,Easy-to-read model with clear indicators for boiling point and frost protection. Measures frost protection and boiling point of ethylene glycol.Freezing point range: -43 °C – -12 °C.Boiling point range: 124 °C – 131 °C.,32.90,https://productimages.biltema.com/v1/image/imagebyfilename/15-1409_xl_1.jpg,Car Parts
"Antifreeze, universal, concentrate, 1 kg","High-quality antifreeze with extra-long life based on an inhibitor package with organic acid. Provides very effective protection against frost, corrosion and overheating. Can be mixed with other ethylene glycol-based coolant fluids. Dilute with water. The antifreeze is colourless and does not change the original colour when filling.WarningHarmful if swallowed.Causes serious eye irritation.May cause damage to organs through prolonged or repeated exposure <or state all organs affected, if knownShow safety phrases",19.90,https://productimages.biltema.com/v1/image/imagebyfilename/36-1798_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission. Net dimensions: 580 x 328 x 32 mm.,849,https://productimages.biltema.com/v1/image/imagebyfilename/61-329_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission. Net dimensions: 590 x 388 x 33 mm.,1349,https://productimages.biltema.com/v1/image/imagebyfilename/61-327_xl_1.jpg,Car Parts
Radiator,"Net dimensions: 650 x 414,5 x 23 mm.",899,https://productimages.biltema.com/v1/image/imagebyfilename/61-311_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission and AC. Net dimensions: 630 x 398 x 34 mm.,899,https://productimages.biltema.com/v1/image/imagebyfilename/61-312_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission. Net dimensions: 620 x 418 x 32 mm.,1149,https://productimages.biltema.com/v1/image/imagebyfilename/61-318_xl_1.jpg,Car Parts
Radiator,Net dimensions: 525 x 322 x 34 mm.,599,https://productimages.biltema.com/v1/image/imagebyfilename/61-313_xl_1.jpg,Car Parts
Radiator,Net dimensions: 538 x 380 x 22 mm.,799,https://productimages.biltema.com/v1/image/imagebyfilename/61-316_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission. Net dimensions: 590 x 498 x 32 mm.,899,https://productimages.biltema.com/v1/image/imagebyfilename/61-344_xl_1.jpg,Car Parts
Radiator,For vehicles with manual transmission and AC. Net dimensions: 590 x 418 x 32 mm.,899,https://productimages.biltema.com/v1/image/imagebyfilename/61-343_xl_1.jpg,Car Parts
Radiator,Net dimensions: 650 x 408 x 28 mm.,849,https://productimages.biltema.com/v1/image/imagebyfilename/61-315_xl_1.jpg,Car Parts
Pliable rubber cooling hose,"Fitted with steel spring Enables maximum throughput, even when significantly bent.",69.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 38 x 600 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",119,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 32 x 190 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",69.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 38 x 430 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",105,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 32 x 375 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",89.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 32 x 500 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",105,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 38 x 220 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",84.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 50 x 500 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",135,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 44 x 480 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",109,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 50 x 180 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",89.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 44 x 390 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",105,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 38 x 340 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",89.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 50 x 340 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",115,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 44 x 315 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",94.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
"Pliable rubber cooling hose, 44 x 345 mm","EPDM radiator hose with steel spring. Enables maximum throughput, even when significantly bent.",89.90,https://productimages.biltema.com/v1/image/imagebyfilename/61-385_xl_1.jpg,Car Parts
